Data from Philips_2700K_2,3W_458Lumen_600ms_1__0__15-19-54-218.txt Node

Date: Thu Dec 18 15:19:54 CET 2025
User: Stefan
Spectrometer: ?
Trigger mode: 0
Integration Time (sec): 6,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195,033	-704,483
195,299	-704,483
195,565	-704,483
195,831	-771,56764
196,098	-682,77945
196,364	317,44223
196,63	-83,02034
196,896	-94,85698
197,162	-33,70121
197,428	155,68122
197,694	72,82696
197,96	-274,38236
198,226	66,90877
198,492	3,7811
198,757	7,7266
199,023	-167,85014
199,289	29,42678
199,555	471,31041
199,821	96,49969
200,087	59,01784
200,353	126,0905
200,618	169,49019
200,884	299,68809
201,15	214,86237
201,416	21,53581
201,682	157,65393
201,947	412,13054
202,213	193,16266
202,479	-65,26541
202,744	-19,89191
203,01	185,27184
203,276	238,53473
203,541	64,93604
203,807	224,72586
204,073	104,39058
204,338	84,66333
204,604	206,97157
204,869	175,40831
205,135	-6,08264
205,401	92,55424
205,666	145,81766
205,932	262,20704
206,197	155,68122
206,463	37,31774
206,728	406,21254
206,994	-140,231
207,259	112,28147
207,524	252,34358
207,79	15,61758
208,055	183,29913
208,321	60,99057
208,586	108,33603
208,851	62,9633
209,117	185,27184
209,382	-175,74134
209,647	47,18143
209,913	528,5174
210,178	421,99387
210,443	337,16902
210,708	-31,72845
210,974	11,67209
211,239	177,38102
211,504	171,46289
211,769	220,78046
212,034	362,8138
212,3	183,29913
212,565	-112,612
212,83	82,6906
213,095	-4,10989
213,36	193,16266
213,625	-37,64672
213,89	181,32643
214,155	60,99057
214,42	289,82467
214,685	57,0451
214,95	246,42551
215,215	212,88967
215,48	260,23435
215,745	374,64983
216,01	-13,97365
216,275	368,73182
216,54	283,90661
216,805	-79,07479
217,07	57,0451
217,335	29,42678
217,6	295,74272
217,864	90,58151
218,129	374,64983
218,394	266,15242
218,659	59,01784
218,924	250,37089
219,188	41,26322
219,453	321,38759
219,718	421,99387
219,983	191,18995
220,247	240,50743
220,512	214,86237
220,777	540,35331
221,041	297,7154
221,306	704,08261
221,571	-33,70121
221,835	530,49005
222,1	203,02617
222,364	114,25419
222,629	238,53473
222,894	153,70851
223,158	-10,02815
223,423	232,61665
223,687	124,11778
223,952	-92,88421
224,216	199,08076
224,481	489,06432
224,745	-21,86467
225,009	185,27184
225,274	554,16185
225,538	356,89578
225,803	331,25098
226,067	191,18995
226,331	92,55424
226,596	-17,91916
226,86	333,22366
227,124	583,75156
227,389	159,62664
227,653	524,5721
227,917	137,9268
228,181	1,80835
228,446	157,65393
228,71	-53,42881
228,974	199,08076
229,238	321,38759
229,502	104,39058
229,767	161,59935
