Data from Philips_4000K_2,3W_485Lumen_600ms_1__0__15-30-16-298.txt Node

Date: Thu Dec 18 15:30:16 CET 2025
User: Stefan
Spectrometer: ?
Trigger mode: 0
Integration Time (sec): 6,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195,033	-739,50494
195,299	-739,50494
195,565	-739,50494
195,831	-794,75166
196,098	-690,17837
196,364	341,60754
196,63	-58,85392
196,896	-100,28212
197,162	45,70187
197,428	69,37468
197,694	-13,48046
197,96	-262,05213
198,226	104,88376
198,492	-15,45322
198,757	-27,28974
199,023	-116,06437
199,289	31,8927
199,555	511,25669
199,821	51,62008
200,087	77,2656
200,353	156,1744
200,618	75,29287
200,884	434,32302
201,15	73,32014
201,416	20,05625
201,682	166,03795
201,947	649,34192
202,213	87,12924
202,479	93,04742
202,744	37,81092
203,01	225,21903
203,276	373,17033
203,541	181,81961
203,807	189,71042
204,073	177,87419
204,338	183,79231
204,604	112,77465
204,869	142,36541
205,135	118,69281
205,401	104,88376
205,666	171,95607
205,932	274,53634
206,197	315,96272
206,463	134,47455
206,728	400,78771
206,994	-98,30934
207,259	229,16443
207,524	339,63486
207,79	118,69281
208,055	130,52912
208,321	22,029
208,586	185,76502
208,851	162,09253
209,117	312,01735
209,382	-151,57456
209,647	83,18379
209,913	495,47545
210,178	475,74889
210,443	365,27964
210,708	-50,96286
210,974	-37,15353
211,239	379,08834
211,504	227,19173
211,769	306,09931
212,034	554,65501
212,3	227,19173
212,565	-54,90839
212,83	162,09253
213,095	55,56555
213,36	219,30094
213,625	67,40195
213,89	225,21903
214,155	164,06524
214,42	406,70571
214,685	181,81961
214,95	278,48172
215,215	302,15394
215,48	331,74415
215,745	467,85825
216,01	-27,28974
216,275	408,67837
216,54	317,9354
216,805	-47,01734
217,07	65,42922
217,335	-45,04457
217,6	383,03368
217,864	81,21106
218,129	418,5417
218,394	298,20858
218,659	45,70187
218,924	235,08251
219,188	235,08251
219,453	339,63486
219,718	572,40884
219,983	260,72752
220,247	173,92878
220,512	201,54664
220,777	572,40884
221,041	377,11567
221,306	797,28944
221,571	181,81961
221,835	534,92852
222,1	164,06524
222,364	134,47455
222,629	422,48703
