Data from Philips_4000K_7,3W_1535Lumen_250ms_1__0__15-23-04-612.txt Node

Date: Thu Dec 18 15:23:04 CET 2025
User: Stefan
Spectrometer: ?
Trigger mode: 0
Integration Time (sec): 2,500000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
195,033	-319,59345
195,299	-319,59345
195,565	-319,59345
195,831	-384,69819
196,098	-347,21353
196,364	126,2549
196,63	19,72746
196,896	-3,9455
197,162	-5,91825
197,428	33,53665
197,694	-17,75476
197,96	-63,12824
198,226	39,45487
198,492	80,88227
198,757	-100,61092
199,023	-130,20266
199,289	21,70021
199,555	254,48067
199,821	21,70021
200,087	88,77318
200,353	71,01862
200,618	51,29129
200,884	238,69912
201,15	153,8729
201,416	1,97275
201,682	187,40894
201,947	209,10866
202,213	61,15496
202,479	82,855
202,744	-25,64578
203,01	118,36402
203,276	216,99946
203,541	-15,78201
203,807	-0
204,073	102,58225
204,338	108,50042
204,604	149,92748
204,869	92,71863
205,135	-9,86375
205,401	88,77318
205,666	55,23676
205,932	147,95476
206,197	213,05406
206,463	39,45487
206,728	175,5727
206,994	-49,31889
207,259	114,41858
207,524	171,62729
207,79	25,64569
208,055	69,04589
208,321	102,58225
208,586	142,03662
208,851	51,29129
209,117	159,79103
209,382	51,29129
209,647	41,42761
209,913	226,86295
210,178	138,09119
210,443	104,55497
210,708	11,83648
210,974	41,42761
211,239	173,59999
211,504	106,5277
211,769	183,46353
212,034	228,83564
212,3	199,24516
212,565	5,91824
212,83	59,18223
213,095	-9,86375
213,36	132,17305
213,625	13,80923
213,89	47,34582
214,155	27,61843
214,42	181,49082
214,685	-7,891
214,95	181,49082
215,215	108,50042
215,48	130,20033
215,745	258,42605
216,01	-37,48233
216,275	112,44586
216,54	102,58225
216,805	27,61843
217,07	39,45487
217,335	17,75472
217,6	159,79103
217,864	120,33674
218,129	216,99946
218,394	140,06391
218,659	45,37308
218,924	171,62729
219,188	57,2095
219,453	134,14576
219,718	216,99946
219,983	94,69136
220,247	35,50939
220,512	112,44586
220,777	203,19056
221,041	185,43623
221,306	282,09831
221,571	106,5277
221,835	211,08136
222,1	98,63681
222,364	130,20033
222,629	161,76374
222,894	71,01862
223,158	-0
223,423	59,18223
223,687	63,1277
223,952	3,9455
224,216	108,50042
224,481	258,42605
224,745	71,01862
225,009	45,37308
225,274	240,67182
225,538	134,14576
225,803	197,27245
226,067	76,93681
226,331	11,83648
226,596	19,72746
226,86	175,5727
227,124	226,86295
227,389	78,90954
227,653	189,38164
227,917	71,01862
228,181	96,66408
228,446	134,14576
228,71	29,59117
228,974	37,48213
229,238	159,79103
229,502	112,44586
229,767	29,59117
230,031	149,92748
230,295	122,30946
230,559	92,71863
230,823	136,11848
231,087	157,81832
231,351	349,16947
231,615	414,2676
231,879	39,45487
232,143	179,51812
232,407	155,84561
232,671	124,28218
232,935	149,92748
233,199	108,50042
233,463	149,92748
233,727	114,41858
233,991	55,23676
234,255	207,13596
234,519	177,54541
234,783	92,71863
235,047	47,34582
235,311	179,51812
235,574	72,99135
235,838	78,90954
236,102	51,29129
236,366	112,44586
236,63	110,47314
236,893	69,04589
237,157	116,3913
237,421	130,20033
237,684	215,02676
237,948	100,60953
238,212	31,56391
238,475	169,65458
238,739	67,07316
239,003	246,5899
239,266	256,45336
239,53	147,95476
239,794	27,61843
240,057	86,80045
240,321	175,5727
240,584	130,20033
240,848	15,78197
241,111	94,69136
241,375	163,73645
241,638	341,27876
241,902	134,14576
242,165	144,00934
242,429	96,66408
242,692	94,69136
242,955	37,48213
243,219	187,40894
243,482	171,62729
243,746	1,97275
244,009	124,28218
244,272	106,5277
244,536	110,47314
244,799	173,59999
245,062	41,42761
245,325	71,01862
245,589	169,65458
245,852	124,28218
246,115	266,31681
246,378	33,53665
246,641	199,24516
246,905	86,80045
247,168	47,34582
247,431	78,90954
247,694	57,2095
247,957	116,3913
248,22	222,91755
248,483	33,53665
248,746	84,82773
249,009	-33,53681
249,273	98,63681
249,536	100,60953
249,799	1,97275
250,062	86,80045
250,324	102,58225
250,587	106,5277
250,85	35,50939
251,113	17,75472
251,376	163,73645
251,639	147,95476
251,902	248,56259
252,165	295,90711
252,428	92,71863
252,691	264,34412
252,953	71,01862
253,216	165,70916
253,479	165,70916
253,742	-90,74704
254,005	-47,34613
254,267	72,99135
254,53	104,55497
254,793	203,19056
255,055	177,54541
255,318	207,13596
255,581	147,95476
255,843	124,28218
256,106	106,5277
256,369	161,76374
256,631	116,3913
256,894	47,34582
257,157	118,36402
257,419	78,90954
257,682	177,54541
257,944	220,94486
258,207	151,90019
258,469	49,31856
258,732	140,06391
258,994	27,61843
259,257	69,04589
259,519	124,28218
